eventid,venueid,catid,dateid,eventname,starttime
2883,203,7,1892,Hamlet,3/7/08 14:30
2884,222,7,1927,Macbeth,4/11/08 15:00
2885,241,7,1903,A Doll's House,3/18/08 14:00
2886,228,7,2107,Young Frankenstein,10/8/08 19:30
2887,225,7,1925,A Man For All Seasons,4/9/08 14:00
2888,214,7,2148,Hedda Gabler,11/18/08 19:30
2889,224,7,2166,The Seafarer,12/6/08 20:00
2890,230,7,1840,Rhinoceros,1/14/08 15:00
2891,212,7,1925,King Lear,4/9/08 20:00
2892,232,7,2145,Romeo and Juliet,11/15/08 19:30
2893,216,7,1848,Othello,1/22/08 19:00
2894,239,7,2086,Spring Awakening,9/17/08 20:00
2895,241,7,1953,The Cherry Orchard,5/1/08 15:00
2896,231,7,1994,All My Sons,6/17/08 19:00
2897,228,7,2141,As You Like It,11/11/08 20:00
2898,245,7,1923,Thurgood,4/7/08 19:30
2899,247,7,2145,Our Town,11/15/08 14:30
2900,246,7,1937,Rock 'n' Roll,4/21/08 14:00
2901,202,7,1843,A Man For All Seasons,1/17/08 14:30
2902,248,7,1954,November,5/1/08 14:00
2903,235,7,1831,Hamlet,1/5/08 20:00
2904,238,7,1837,Young Frankenstein,1/11/08 19:30
2905,245,7,1927,August: Osage County,4/11/08 20:00
2906,213,7,1908,The Seagull,3/23/08 19:30
2907,209,7,1840,Look Back in Anger,1/14/08 19:00
2908,228,7,2014,A Doll's House,7/7/08 19:00
2909,207,7,1884,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,2/27/08 20:00
2910,244,7,2076,The Seagull,9/7/08 14:00
2911,231,7,1873,November,2/16/08 19:30
2912,204,7,2002,King Lear,6/25/08 19:00
2913,217,7,2116,The Farnsworth Invention,10/17/08 14:30
2914,210,7,1934,The Seafarer,4/18/08 19:30
2915,233,7,2115,A Man For All Seasons,10/16/08 14:30
2916,217,7,2132,Hamlet,11/2/08 15:00
2917,209,7,1936,The Caucasian Chalk Circle,4/20/08 19:30
2918,213,7,2173,A Doll's House,12/13/08 14:00
2919,243,7,1854,As You Like It,1/28/08 19:00
2920,209,7,1828,Macbeth,1/2/08 19:30
2921,234,7,1902,The Cherry Orchard,3/17/08 19:30
2922,200,7,1854,Rhinoceros,1/28/08 19:00
2923,244,7,1930,The 39 Steps,4/14/08 19:30
2924,213,7,1838,A Man For All Seasons,1/12/08 14:00
2925,203,7,1991,The Tempest,6/14/08 19:30
2926,236,7,2156,The Farnsworth Invention,11/26/08 19:30
2927,233,7,1914,To Be or Not To Be,3/29/08 20:00
2928,201,7,2014,The Seafarer,7/7/08 19:00
2929,246,7,2181,A Streetcar Named Desire,12/21/08 19:00
2930,242,7,2190,Spring Awakening,12/30/08 20:00
2931,242,7,2121,The Bacchae,10/22/08 19:30
2932,206,7,1881,As You Like It,2/24/08 14:00
2933,217,7,1879,The Caretaker,2/22/08 14:00
2934,206,7,2050,The Farnsworth Invention,8/12/08 15:00
2935,232,7,2182,The Country Girl,12/22/08 14:00
2936,211,7,2031,Romeo and Juliet,7/24/08 20:00
2937,212,7,1981,The Caucasian Chalk Circle,6/4/08 14:00
2938,244,7,1986,A Doll's House,6/9/08 14:00
2939,208,7,2190,Passing Strange,12/30/08 19:00
2940,213,7,2082,King Lear,9/13/08 14:00
2941,217,7,1894,Othello,3/9/08 19:00
2942,230,7,2123,The 39 Steps,10/24/08 19:00
2943,231,7,2009,To Be or Not To Be,7/2/08 19:00
2944,228,7,2156,Woyzeck,11/26/08 15:00
2945,227,7,2065,The Country Girl,8/27/08 19:30
2946,230,7,1943,All My Sons,4/27/08 19:00
2947,244,7,2190,Waiting for Godot,12/30/08 15:00
2948,206,7,1908,The Glass Menagerie,3/23/08 14:00
2949,230,7,1951,A Tale of Two Cities,5/1/08 19:00
2950,237,7,1850,The Glass Menagerie,1/24/08 19:00
2951,203,7,2177,The Caucasian Chalk Circle,12/17/08 14:30
2952,215,7,1980,Miss Julie,6/3/08 19:00
2953,200,7,2094,Glengarry Glen Ross,9/25/08 19:00
2954,233,7,1847,Iphigenia,1/21/08 14:00
2955,214,7,2040,August: Osage County,8/2/08 14:00
2956,229,7,2020,A Man For All Seasons,7/13/08 15:00
2957,201,7,1917,Look Back in Anger,4/1/08 14:00
2958,219,7,2173,To Be or Not To Be,12/13/08 15:00
2959,235,7,1839,The Homecoming,1/13/08 20:00
2960,206,7,2174,Oedipus the King,12/14/08 19:30
2961,224,7,1966,Young Frankenstein,5/1/08 20:00
2962,211,7,2013,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,7/6/08 19:00
2963,218,7,1871,Avenue Q,2/14/08 20:00
2964,234,7,2070,A Tale of Two Cities,9/1/08 20:00
2965,200,7,2116,Othello,10/17/08 14:00
2966,234,7,1914,Avenue Q,3/29/08 19:30
2967,244,7,2134,Iphigenia,11/4/08 20:00
2968,246,7,2030,Endgame,7/23/08 14:30
2969,242,7,2181,November,12/21/08 20:00
2970,242,7,1996,The Seafarer,6/19/08 14:00
2971,238,7,2079,The Country Girl,9/10/08 14:30
2972,209,7,1964,Macbeth,5/1/08 14:30
2973,241,7,2056,The Country Girl,8/18/08 15:00
2974,211,7,1962,Wicked,5/1/08 19:00
2975,201,7,2115,The Seafarer,10/16/08 19:30
2976,210,7,1930,Iphigenia,4/14/08 15:00
2977,215,7,2136,Oedipus the King,11/6/08 14:00
2978,214,7,1880,Iphigenia,2/23/08 19:00
2979,222,7,1975,Passing Strange,5/1/08 14:00
2980,211,7,2022,November,7/15/08 14:30
2981,231,7,1908,The 39 Steps,3/23/08 14:30
2982,233,7,2050,Hamlet,8/12/08 14:30
2983,210,7,2150,Passing Strange,11/20/08 19:30
2984,214,7,1897,Passing Strange,3/12/08 19:00
2985,234,7,1963,Rosencrantz and Guildenstern Are Dead,5/1/08 14:00
2986,232,7,2005,A Doll's House,6/28/08 14:00
2987,223,7,1936,Cirque du Soleil,4/20/08 19:00
2988,203,7,2077,The Cherry Orchard,9/8/08 19:00
2989,223,7,1966,A Doll's House,5/1/08 19:30
2990,223,7,1988,Spring Awakening,6/11/08 14:30
2991,217,7,1933,November,4/17/08 19:30
2992,205,7,1987,Macbeth,6/10/08 15:00
2993,207,7,1987,To Be or Not To Be,6/10/08 19:00
2994,207,7,1858,The Country Girl,2/1/08 19:30
2995,244,7,1995,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,6/18/08 19:30
2996,226,7,1911,A Man For All Seasons,3/26/08 15:00
2997,225,7,2159,Passing Strange,11/29/08 14:00
2998,247,7,2056,Avenue Q,8/18/08 19:00
2999,244,7,2173,A Christmas Carol,12/13/08 15:00
3000,214,7,2017,Rosencrantz and Guildenstern Are Dead,7/10/08 15:00
3001,234,7,2062,Rosencrantz and Guildenstern Are Dead,8/24/08 19:30
3002,230,7,1871,The Seafarer,2/14/08 19:00
3003,212,7,1935,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,4/19/08 14:00
3004,200,7,2082,August: Osage County,9/13/08 19:30
3005,200,7,1935,The Country Girl,4/19/08 20:00
3006,233,7,1910,Thurgood,3/25/08 19:00
3007,204,7,1946,To Be or Not To Be,4/30/08 19:00
3008,247,7,2125,Rock 'n' Roll,10/26/08 19:00
3009,216,7,1925,Uncle Vanya,4/9/08 15:00
3010,210,7,2082,Avenue Q,9/13/08 20:00
3011,249,7,2027,Glengarry Glen Ross,7/20/08 19:00
3012,203,7,2144,A Christmas Carol,11/14/08 15:00
3013,214,7,1847,King Lear,1/21/08 14:00
3014,238,7,2009,The Country Girl,7/2/08 14:00
3015,247,7,2163,As You Like It,12/3/08 14:00
3016,231,7,1882,Rhinoceros,2/25/08 20:00
3017,240,7,1950,Rhinoceros,5/1/08 14:00
3018,248,7,2026,The Seafarer,7/19/08 19:00
3019,209,7,2101,King Lear,10/2/08 19:30
3020,230,7,1902,Woyzeck,3/17/08 14:30
3021,200,7,1859,Rock 'n' Roll,2/2/08 20:00
3022,236,7,2126,The Caucasian Chalk Circle,10/27/08 15:00
3023,242,7,1846,Waiting for Godot,1/20/08 14:30
3024,248,7,1954,The Bacchae,5/1/08 14:00
3025,215,7,1862,The Seafarer,2/5/08 14:00
3026,224,7,2128,Waiting for Godot,10/29/08 14:30
3027,210,7,2121,Rhinoceros,10/22/08 20:00
3028,239,7,2010,Uncle Vanya,7/3/08 14:30
3029,228,7,2151,Romeo and Juliet,11/21/08 19:30
3030,225,7,2111,Macbeth,10/12/08 14:30
3031,244,7,1895,Electra,3/10/08 19:30
3032,235,7,2098,Iphigenia,9/29/08 14:30
3033,235,7,1894,Rosencrantz and Guildenstern Are Dead,3/9/08 14:00
3034,220,7,2124,A Streetcar Named Desire,10/25/08 19:00
3035,230,7,1830,The Caretaker,1/4/08 14:00
3036,228,7,2013,Macbeth,7/6/08 19:30
3037,221,7,2096,Uncle Vanya,9/27/08 19:00
3038,200,7,2114,Cirque du Soleil,10/15/08 19:30
3039,225,7,2162,Glengarry Glen Ross,12/2/08 14:30
3040,222,7,1995,The Frogs,6/18/08 19:00
3041,229,7,2042,Cirque du Soleil,8/4/08 15:00
3042,214,7,2076,A Tale of Two Cities,9/7/08 15:00
3043,209,7,2171,The Farnsworth Invention,12/11/08 20:00
3044,245,7,1843,The Frogs,1/17/08 15:00
3045,248,7,1967,A Midsummer Night's Dream,5/1/08 19:00
3046,206,7,2154,Spring Awakening,11/24/08 19:00
3047,227,7,2065,King Lear,8/27/08 14:00
3048,233,7,2092,Waiting for Godot,9/23/08 20:00
3049,237,7,2012,Spring Awakening,7/5/08 19:30
3050,238,7,1912,November,3/27/08 19:30
3051,228,7,2137,Oedipus the King,11/7/08 19:00
3052,239,7,2108,Woyzeck,10/9/08 19:00
3053,239,7,1978,Hamlet,6/1/08 14:00
3054,244,7,2128,Romeo and Juliet,10/29/08 19:00
3055,223,7,2015,The Seagull,7/8/08 19:30
3056,239,7,2081,Thurgood,9/12/08 20:00
3057,204,7,2034,The Country Girl,7/27/08 14:30
3058,235,7,1996,Julius Caesar,6/19/08 14:30
3059,235,7,2191,A Tale of Two Cities,12/31/08 19:30
3060,218,7,2088,A Doll's House,9/19/08 19:00
3061,208,7,1872,A Tale of Two Cities,2/15/08 20:00
3062,217,7,1909,Julius Caesar,3/24/08 14:30
3063,207,7,1831,Waiting for Godot,1/5/08 20:00
3064,228,7,1895,A Bronx Tale,3/10/08 19:30
3065,212,7,1863,November,2/6/08 14:30
3066,200,7,1970,Oedipus the King,5/1/08 19:30
3067,248,7,2022,Glengarry Glen Ross,7/15/08 19:00
3068,246,7,1862,Electra,2/5/08 14:00
3069,200,7,2077,The Farnsworth Invention,9/8/08 20:00
3070,235,7,1990,A Doll's House,6/13/08 14:00
3071,233,7,1987,Rhinoceros,6/10/08 14:00
3072,242,7,2111,Macbeth,10/12/08 15:00
3073,202,7,1924,The Homecoming,4/8/08 14:00
3074,200,7,1890,A Tale of Two Cities,3/5/08 19:30
3075,249,7,2124,Macbeth,10/25/08 20:00
3076,208,7,2040,Oedipus the King,8/2/08 19:00
3077,206,7,1950,Woyzeck,5/1/08 14:00
3078,226,7,2091,Rhinoceros,9/22/08 20:00
3079,213,7,2022,A Streetcar Named Desire,7/15/08 15:00
3080,210,7,1995,Hedda Gabler,6/18/08 14:00
3081,208,7,2059,The Seagull,8/21/08 19:00
3082,226,7,2142,Passing Strange,11/12/08 14:30
3083,240,7,1922,Othello,4/6/08 14:30
3084,249,7,2002,The Cherry Orchard,6/25/08 15:00
3085,220,7,2084,The Glass Menagerie,9/15/08 15:00
3086,243,7,2136,Iphigenia,11/6/08 20:00
3087,244,7,1952,Rock 'n' Roll,5/1/08 14:00
3088,219,7,2003,Hamlet,6/26/08 14:00
3089,201,7,2119,Our Town,10/20/08 19:30
3090,213,7,2067,The Caretaker,8/29/08 19:00
3091,221,7,1890,The Seagull,3/5/08 14:30
3092,205,7,2109,The Caretaker,10/10/08 14:00
3093,219,7,1907,Rock 'n' Roll,3/22/08 14:00
3094,211,7,1857,A Man For All Seasons,1/31/08 15:00
3095,213,7,2128,Uncle Vanya,10/29/08 19:30
3096,208,7,2065,Julius Caesar,8/27/08 14:30
3097,223,7,2176,Thurgood,12/16/08 20:00
3098,230,7,1894,The Bacchae,3/9/08 20:00
3099,231,7,2061,The Farnsworth Invention,8/23/08 19:00
3100,232,7,2049,The Country Girl,8/11/08 15:00
3101,231,7,1962,Thurgood,5/1/08 14:30
3102,200,7,1844,Miss Julie,1/18/08 20:00
3103,219,7,1929,Waiting for Godot,4/13/08 20:00
3104,234,7,2169,Macbeth,12/9/08 19:30
3105,205,7,1970,The Country Girl,5/1/08 19:00
3106,209,7,2056,A Man For All Seasons,8/18/08 14:00
3107,246,7,1948,A Tale of Two Cities,5/1/08 19:00
3108,210,7,2020,A Man For All Seasons,7/13/08 20:00
3109,249,7,2017,Rhinoceros,7/10/08 14:30
3110,207,7,2121,Cirque du Soleil,10/22/08 15:00
3111,249,7,1887,Passing Strange,3/2/08 20:00
3112,203,7,1985,Miss Julie,6/8/08 14:00
3113,221,7,2027,Thurgood,7/20/08 19:30
3114,236,7,2128,Miss Julie,10/29/08 14:30
3115,240,7,2084,A Midsummer Night's Dream,9/15/08 19:00
3116,249,7,1994,The Caretaker,6/17/08 14:30
3117,213,7,1871,The Seagull,2/14/08 19:30
3118,230,7,2159,A Doll's House,11/29/08 20:00
3119,204,7,2040,Macbeth,8/2/08 15:00
3120,223,7,1897,Spring Awakening,3/12/08 19:00
3121,220,7,1910,Hamlet,3/25/08 19:00
3122,226,7,1910,November,3/25/08 14:00
3123,206,7,2154,A Man For All Seasons,11/24/08 19:00
3124,215,7,2050,A Man For All Seasons,8/12/08 15:00
3125,217,7,2111,Othello,10/12/08 19:00
3126,215,7,2152,A Tale of Two Cities,11/22/08 14:00
3127,239,7,1834,Wicked,1/8/08 15:00
3128,240,7,2060,Hedda Gabler,8/22/08 19:30
3129,248,7,2013,A Streetcar Named Desire,7/6/08 14:30
3130,243,7,1926,The Seafarer,4/10/08 15:00
3131,210,7,2186,Oedipus the King,12/26/08 19:00
3132,206,7,2069,Young Frankenstein,8/31/08 19:30
3133,214,7,1908,Woyzeck,3/23/08 15:00
3134,225,7,2088,The Frogs,9/19/08 19:00
3135,216,7,1877,The Cherry Orchard,2/20/08 19:30
3136,229,7,1851,A Midsummer Night's Dream,1/25/08 14:30
3137,208,7,2134,August: Osage County,11/4/08 14:30
3138,211,7,1906,A Bronx Tale,3/21/08 19:00
3139,226,7,1851,Hamlet,1/25/08 14:30
3140,239,7,1831,Romeo and Juliet,1/5/08 15:00
3141,237,7,2146,Iphigenia,11/16/08 19:30
3142,220,7,1984,The Caucasian Chalk Circle,6/7/08 19:00
3143,227,7,1887,Iphigenia,3/2/08 14:30
3144,204,7,2141,A Streetcar Named Desire,11/11/08 15:00
3145,220,7,1916,The Caretaker,3/31/08 15:00
3146,240,7,2032,Glengarry Glen Ross,7/25/08 19:30
3147,248,7,1954,A Bronx Tale,5/1/08 14:00
3148,242,7,1893,The Bacchae,3/8/08 19:30
3149,212,7,2002,Glengarry Glen Ross,6/25/08 19:30
3150,236,7,2115,Wicked,10/16/08 14:00
3151,204,7,2136,The Caucasian Chalk Circle,11/6/08 19:30
3152,215,7,2011,The Country Girl,7/4/08 14:00
3153,233,7,2109,Othello,10/10/08 15:00
3154,227,7,2147,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,11/17/08 14:00
3155,233,7,2087,August: Osage County,9/18/08 14:30
3156,216,7,1930,Oedipus the King,4/14/08 20:00
3157,229,7,1945,Othello,4/29/08 14:30
3158,232,7,1880,Rhinoceros,2/23/08 14:30
3159,243,7,1949,Hedda Gabler,5/1/08 15:00
3160,221,7,1910,As You Like It,3/25/08 19:30
3161,215,7,1901,Hedda Gabler,3/16/08 14:30
3162,222,7,2048,The Caretaker,8/10/08 19:30
3163,235,7,1875,Our Town,2/18/08 14:30
3164,217,7,2150,All My Sons,11/20/08 19:30
3165,237,7,2002,A Midsummer Night's Dream,6/25/08 20:00
3166,242,7,1953,All My Sons,5/1/08 15:00
3167,210,7,2027,Spring Awakening,7/20/08 14:00
3168,227,7,1847,A Man For All Seasons,1/21/08 14:30
3169,217,7,2188,Waiting for Godot,12/28/08 14:00
3170,231,7,1953,The Frogs,5/1/08 14:30
3171,222,7,1992,The 39 Steps,6/15/08 14:30
3172,236,7,2079,Spring Awakening,9/10/08 15:00
3173,227,7,1837,The Farnsworth Invention,1/11/08 14:00
3174,237,7,1965,Rosencrantz and Guildenstern Are Dead,5/1/08 15:00
3175,218,7,2185,A Streetcar Named Desire,12/25/08 19:00
3176,230,7,1875,Julius Caesar,2/18/08 20:00
3177,203,7,2174,Wicked,12/14/08 20:00
3178,227,7,1974,Uncle Vanya,5/1/08 14:00
3179,236,7,1992,Spring Awakening,6/15/08 19:30
3180,220,7,1872,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,2/15/08 19:30
3181,213,7,1880,Avenue Q,2/23/08 14:00
3182,204,7,2060,All My Sons,8/22/08 19:30
3183,241,7,2153,Hedda Gabler,11/23/08 20:00
3184,201,7,1892,Thurgood,3/7/08 15:00
3185,224,7,1917,A Bronx Tale,4/1/08 15:00
3186,216,7,2084,Cirque du Soleil,9/15/08 14:00
3187,234,7,1844,Rhinoceros,1/18/08 14:00
3188,244,7,1868,The Bacchae,2/11/08 19:00
3189,205,7,1880,The Homecoming,2/23/08 20:00
3190,226,7,2081,As You Like It,9/12/08 14:30
3191,224,7,2061,Uncle Vanya,8/23/08 20:00
3192,237,7,1898,The Tempest,3/13/08 14:30
3193,227,7,1948,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,5/1/08 19:00
3194,232,7,2022,The Bacchae,7/15/08 20:00
3195,235,7,1870,The Caucasian Chalk Circle,2/13/08 20:00
3196,203,7,1953,August: Osage County,5/1/08 19:30
3197,212,7,2017,Young Frankenstein,7/10/08 20:00
3198,247,7,1967,King Lear,5/1/08 19:30
3199,203,7,2095,Cirque du Soleil,9/26/08 20:00
3200,201,7,2096,Julius Caesar,9/27/08 20:00
3201,202,7,1928,A Midsummer Night's Dream,4/12/08 14:00
3202,208,7,2028,Glengarry Glen Ross,7/21/08 14:30
3203,204,7,1925,Waiting for Godot,4/9/08 19:00
3204,239,7,1878,A Bronx Tale,2/21/08 15:00
3205,234,7,2121,Julius Caesar,10/22/08 20:00
3206,245,7,2136,Hamlet,11/6/08 14:30
3207,238,7,1925,Oedipus the King,4/9/08 19:30
3208,248,7,1949,Thurgood,5/1/08 19:30
3209,240,7,1853,As You Like It,1/27/08 19:30
3210,242,7,1839,As You Like It,1/13/08 19:00
3211,209,7,1918,Spring Awakening,4/2/08 14:00
3212,223,7,1840,The Caretaker,1/14/08 14:30
3213,248,7,1997,Rosencrantz and Guildenstern Are Dead,6/20/08 14:00
3214,247,7,2015,Passing Strange,7/8/08 14:00
3215,209,7,2187,The 39 Steps,12/27/08 14:00
3216,239,7,2182,The Glass Menagerie,12/22/08 14:00
3217,233,7,1958,The Bacchae,5/1/08 15:00
3218,234,7,2114,Electra,10/15/08 19:00
3219,231,7,2112,Hedda Gabler,10/13/08 19:00
3220,206,7,2164,A Bronx Tale,12/4/08 14:30
3221,226,7,1979,Macbeth,6/2/08 15:00
3222,213,7,2169,Scrooge,12/9/08 19:30
3223,216,7,1885,The Frogs,2/28/08 14:00
3224,230,7,1977,Thurgood,5/1/08 19:00
3225,227,7,1977,Miss Julie,5/1/08 14:00
3226,212,7,2132,November,11/2/08 14:00
3227,207,7,1852,The Homecoming,1/26/08 19:30
3228,217,7,1888,King Lear,3/3/08 19:30
3229,210,7,2173,The Caretaker,12/13/08 19:00
3230,248,7,2074,Rhinoceros,9/5/08 19:30
3231,222,7,2142,Iphigenia,11/12/08 20:00
3232,217,7,1887,Wicked,3/2/08 20:00
3233,209,7,2072,The Frogs,9/3/08 14:00
3234,207,7,1831,The Caucasian Chalk Circle,1/5/08 14:00
3235,218,7,1982,Passing Strange,6/5/08 19:30
3236,201,7,1857,Waiting for Godot,1/31/08 14:00
3237,224,7,1974,Look Back in Anger,5/1/08 20:00
3238,209,7,2115,August: Osage County,10/16/08 20:00
3239,239,7,1924,A Tale of Two Cities,4/8/08 14:30
3240,208,7,1948,Endgame,5/1/08 14:30
3241,242,7,1962,Electra,5/1/08 19:30
3242,248,7,2158,The Glass Menagerie,11/28/08 15:00
3243,241,7,1930,Spring Awakening,4/14/08 14:30
3244,235,7,1913,A Man For All Seasons,3/28/08 19:00
3245,246,7,2102,Rhinoceros,10/3/08 14:30
3246,237,7,1883,King Lear,2/26/08 14:00
3247,243,7,1935,Electra,4/19/08 19:30
3248,207,7,1972,Macbeth,5/1/08 15:00
3249,222,7,1962,Wicked,5/1/08 19:00
3250,229,7,1927,Uncle Vanya,4/11/08 19:00
3251,207,7,2073,The Tempest,9/4/08 19:00
3252,248,7,2061,Cirque du Soleil,8/23/08 20:00
3253,236,7,2182,Thurgood,12/22/08 19:00
3254,222,7,1959,Look Back in Anger,5/1/08 15:00
3255,242,7,1898,The 39 Steps,3/13/08 19:00
3256,239,7,1946,The Tempest,4/30/08 19:00
3257,221,7,2049,The Country Girl,8/11/08 14:00
3258,242,7,2043,Rosencrantz and Guildenstern Are Dead,8/5/08 19:00
3259,203,7,1999,Electra,6/22/08 15:00
3260,211,7,2187,A Midsummer Night's Dream,12/27/08 14:30
3261,227,7,2078,A Streetcar Named Desire,9/9/08 19:30
3262,235,7,2052,The Farnsworth Invention,8/14/08 19:30
3263,215,7,1830,Rosencrantz and Guildenstern Are Dead,1/4/08 20:00
3264,228,7,2144,Passing Strange,11/14/08 19:30
3265,233,7,2115,Wicked,10/16/08 15:00
3266,216,7,2030,As You Like It,7/23/08 14:00
3267,212,7,2154,A Midsummer Night's Dream,11/24/08 14:30
3268,234,7,2148,Uncle Vanya,11/18/08 19:30
3269,221,7,2024,A Man For All Seasons,7/17/08 15:00
3270,203,7,2033,The Seagull,7/26/08 14:30
3271,222,7,1923,The Tempest,4/7/08 19:30
3272,213,7,1935,Woyzeck,4/19/08 15:00
3273,244,7,2162,A Streetcar Named Desire,12/2/08 14:30
3274,215,7,1966,The 39 Steps,5/1/08 20:00
3275,227,7,1897,August: Osage County,3/12/08 14:30
3276,210,7,2124,November,10/25/08 15:00
3277,212,7,1923,Hedda Gabler,4/7/08 19:00
3278,229,7,2103,Spring Awakening,10/4/08 14:30
3279,203,7,1919,The Country Girl,4/3/08 19:30
3280,235,7,1945,The Country Girl,4/29/08 19:30
3281,222,7,1834,Avenue Q,1/8/08 14:00
3282,204,7,1842,Our Town,1/16/08 14:30
3283,209,7,1856,A Streetcar Named Desire,1/30/08 15:00
3284,205,7,1991,The Cherry Orchard,6/14/08 20:00
3285,218,7,2042,To Be or Not To Be,8/4/08 14:30
3286,241,7,1846,The Tempest,1/20/08 14:00
3287,215,7,1967,Spring Awakening,5/1/08 19:30
3288,245,7,2124,Waiting for Godot,10/25/08 20:00
3289,208,7,1908,The Country Girl,3/23/08 19:00
3290,240,7,1842,A Man For All Seasons,1/16/08 20:00
3291,219,7,1866,A Man For All Seasons,2/9/08 19:30
3292,212,7,2175,Julius Caesar,12/15/08 19:30
3293,214,7,1844,As You Like It,1/18/08 19:00
3294,245,7,1871,The Homecoming,2/14/08 19:30
3295,249,7,2102,Young Frankenstein,10/3/08 19:30
3296,209,7,1946,Our Town,4/30/08 14:30
3297,211,7,1969,November,5/1/08 19:30
3298,245,7,2054,A Bronx Tale,8/16/08 14:00
3299,216,7,2150,Avenue Q,11/20/08 20:00
3300,249,7,1973,Waiting for Godot,5/1/08 19:30
3301,225,7,1887,King Lear,3/2/08 19:30
3302,229,7,2179,The Bacchae,12/19/08 15:00
3303,244,7,1926,Young Frankenstein,4/10/08 20:00
3304,203,7,1892,Glengarry Glen Ross,3/7/08 19:00
3305,201,7,2191,The Glass Menagerie,12/31/08 19:30
3306,203,7,1919,Woyzeck,4/3/08 19:00
3307,227,7,2144,Scrooge,11/14/08 15:00
3308,245,7,1848,Electra,1/22/08 14:00
3309,242,7,1997,Spring Awakening,6/20/08 14:00
3310,227,7,2074,The Country Girl,9/5/08 19:30
3311,228,7,2030,Glengarry Glen Ross,7/23/08 19:00
3312,232,7,1959,The Country Girl,5/1/08 14:00
3313,219,7,1876,Iphigenia,2/19/08 20:00
3314,238,7,2087,Cirque du Soleil,9/18/08 19:00
3315,232,7,1882,The Tempest,2/25/08 14:30
3316,206,7,2143,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,11/13/08 19:00
3317,205,7,2008,Wicked,7/1/08 19:00
3318,226,7,1970,The Seagull,5/1/08 14:30
3319,232,7,2143,Avenue Q,11/13/08 19:00
3320,249,7,2170,Spring Awakening,12/10/08 14:00
3321,229,7,1879,Hamlet,2/22/08 14:30
3322,205,7,2069,Macbeth,8/31/08 19:30
3323,223,7,1976,Woyzeck,5/1/08 19:30
3324,206,7,1962,Waiting for Godot,5/1/08 14:30
3325,211,7,1923,The 39 Steps,4/7/08 19:30
3326,216,7,2152,Scrooge,11/22/08 19:00
3327,211,7,1939,Iphigenia,4/23/08 14:00
3328,232,7,2023,A Midsummer Night's Dream,7/16/08 14:00
3329,222,7,1940,Miss Julie,4/24/08 20:00
3330,208,7,1896,Avenue Q,3/11/08 19:00
3331,223,7,2190,Young Frankenstein,12/30/08 20:00
3332,210,7,2133,Our Town,11/3/08 14:30
3333,201,7,2128,A Midsummer Night's Dream,10/29/08 20:00
3334,230,7,2018,November,7/11/08 19:00
3335,201,7,2023,Othello,7/16/08 20:00
3336,200,7,2084,Cirque du Soleil,9/15/08 15:00
3337,207,7,1885,To Be or Not To Be,2/28/08 19:00
3338,235,7,2002,The Tempest,6/25/08 19:00
3339,217,7,1840,Thurgood,1/14/08 19:30
3340,239,7,1901,A Streetcar Named Desire,3/16/08 19:30
3341,207,7,2139,Othello,11/9/08 15:00
3342,208,7,1963,The Seafarer,5/1/08 20:00
3343,218,7,2156,A Doll's House,11/26/08 14:00
3344,217,7,2056,Spring Awakening,8/18/08 14:30
3345,242,7,2158,Julius Caesar,11/28/08 20:00
3346,217,7,2045,Cirque du Soleil,8/7/08 14:00
3347,206,7,2152,Glengarry Glen Ross,11/22/08 20:00
3348,219,7,2152,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,11/22/08 15:00
3349,239,7,1920,All My Sons,4/4/08 15:00
3350,202,7,2158,Oedipus the King,11/28/08 14:30
3351,228,7,1830,The Frogs,1/4/08 14:00
